     Orden	Palabra	Frec.absoluta 	 Frec.normalizada 
8174	dotación	    1,524	998
8175	históricamente	    1,524	998
8176	remate 	    1,524	998
8177	termine	    1,524	998
8178	cátedra	    1,523	998
8179	centra	    1,523	998
8180	homo 	    1,523	998
8181	mark 	    1,523	998
8182	atractiva	    1,522	997
8183	paquetes 	    1,522	997
8184	quintana	    1,522	997
8185	demasiadas  	    1,521	996
8186	procesión	    1,521	996
8187	resuelve	    1,521	996
8188	admirable	    1,520	996
8189	chaves 	    1,520	996
8190	replicó	    1,520	996
8191	terminada 	    1,520	996
8192	espontánea 	    1,519	995
8193	andan 	    1,518	995
8194	editores	    1,518	995
8195	tristes	    1,518	995
8196	cercanías	    1,516	993
8197	gibraltar	    1,516	993
8198	inversa	    1,516	993
8199	kong 	    1,516	993
8200	miro	    1,516	993
8201	satélites	    1,516	993
8202	cazador 	    1,515	993
8203	competente 	    1,515	993
8204	impiden 	    1,515	993
8205	divide	    1,514	992
8206	llamarse	    1,514	992
8207	mercantil	    1,513	991
8208	resoluciones	    1,513	991
8209	ritos	    1,513	991
8210	exigía	    1,512	991
8211	machado  	    1,512	991
8212	recetas	    1,512	991
8213	suaves 	    1,512	991
8214	ascendente 	    1,511	990
8215	primitiva	    1,511	990
8216	reservados	    1,511	990
8217	telón	    1,511	990
8218	toreo	    1,511	990
8219	perderse	    1,510	989
8220	vean	    1,510	989
8221	feto	    1,509	989
8222	legado	    1,509	989
8223	acuden 	    1,508	988
8224	caracterizado	    1,508	988
8225	cumpla 	    1,508	988
8226	terminaron	    1,508	988
8227	involucrados	    1,507	987
8228	mapas  	    1,507	987
8229	pasajes 	    1,507	987
8230	formular	    1,506	987
8231	lograba	    1,506	987
8232	provecho 	    1,506	987
8233	recibida	    1,506	987
8234	centavos 	    1,505	986
8235	dinamarca 	    1,505	986
8236	enterarse	    1,505	986
8237	expuestos 	    1,505	986
8238	gremio 	    1,505	986
8239	interviene	    1,505	986
8240	poético	    1,505	986
8241	brasileña	    1,504	985
8242	data	    1,504	985
8243	defensas 	    1,504	985
8244	potenciales	    1,504	985
8245	tokio	    1,504	985
8246	tributaria	    1,504	985
8247	vendedor 	    1,504	985
8248	bolso	    1,503	985
8249	espinosa 	    1,503	985
8250	geometría 	    1,503	985
8251	ibáñez	    1,503	985
8252	inesperado 	    1,503	985
8253	patrocinio	    1,503	985
8254	adelantado 	    1,502	984
8255	ecológica	    1,502	984
8256	maravillosa	    1,502	984
8257	prefirió	    1,502	984
8258	preguntarse	    1,502	984
8259	proliferación	    1,502	984
8260	adaptarse 	    1,501	983
8261	barrionuevo	    1,501	983
8262	compositores 	    1,501	983
8263	convencionales 	    1,501	983
8264	cuantía	    1,501	983
8265	dispositivos	    1,501	983
8266	honda 	    1,501	983
8267	invento	    1,501	983
8268	miserable	    1,501	983
8269	representados 	    1,501	983
8270	contribuyen	    1,500	983
8271	demasiados  	    1,500	983
8272	borrar	    1,499	982
8273	cortesía	    1,499	982
8274	criado	    1,498	981
8275	llora	    1,498	981
8276	masivo 	    1,498	981
8277	nicaragüenses 	    1,498	981
8278	quedo 	    1,498	981
8279	trescientos	    1,498	981
8280	escondido 	    1,496	980
8281	verán	    1,496	980
8282	atendiendo 	    1,495	979
8283	desconcierto	    1,495	979
8284	descubrimientos 	    1,495	979
8285	detectado 	    1,495	979
8286	to	    1,495	979
8287	apartados 	    1,494	979
8288	frescos	    1,494	979
8289	lata	    1,494	979
8290	literarios	    1,494	979
8291	lleguen	    1,494	979
8292	pesa 	    1,494	979
8293	calla	    1,493	978
8294	jose	    1,493	978
8295	operan 	    1,493	978
8296	salvado	    1,493	978
8297	obtenida	    1,492	977
8298	semejanza  	    1,492	977
8299	abstracto	    1,491	977
8300	confiar	    1,491	977
8301	estabas 	    1,491	977
8302	indemnización 	    1,491	977
8303	maya 	    1,491	977
8304	palestino	    1,491	977
8305	pianista	    1,491	977
8306	proyecta	    1,491	977
8307	saltó	    1,491	977
8308	ud	    1,491	977
8309	estratos	    1,490	976
8310	irme	    1,490	976
8311	matemática 	    1,490	976
8312	nomás  	    1,490	976
8313	cavallo	    1,489	976
8314	derrotado	    1,489	976
8315	maravilla	    1,489	976
8316	determinan 	    1,488	975
8317	disparó	    1,488	975
8318	pesados 	    1,488	975
8319	situar	    1,488	975
8320	tigre	    1,488	975
8321	uva	    1,488	975
8322	verte	    1,488	975
8323	aguantar	    1,487	974
8324	cantantes 	    1,487	974
8325	constituida	    1,487	974
8326	controlada	    1,487	974
8327	ético	    1,487	974
8328	auxiliar	    1,486	974
8329	evidencias	    1,486	974
8330	heredero	    1,486	974
8331	computadoras  	    1,485	973
8332	conservan 	    1,485	973
8333	generalizado	    1,485	973
8334	subiendo 	    1,485	973
8335	venas 	    1,485	973
8336	esferas	    1,484	972
8337	peseta 	    1,484	972
8338	proceden 	    1,484	972
8339	visibles	    1,484	972
8340	calientes	    1,483	972
8341	farc	    1,483	972
8342	hilos	    1,483	972
8343	ladrillos	    1,483	972
8344	manga  	    1,483	972
8345	conservadora 	    1,482	971
8346	filo	    1,482	971
8347	hemisferio	    1,482	971
8348	incorporarse	    1,482	971
8349	matías 	    1,482	971
8350	origina	    1,482	971
8351	profesora	    1,482	971
8352	supiera	    1,482	971
8353	triángulo	    1,482	971
8354	variadas	    1,482	971
8355	bernal	    1,481	970
8356	futbolista	    1,481	970
8357	queden 	    1,481	970
8358	sugerencias 	    1,481	970
8359	manifestar	    1,480	970
8360	protegido	    1,479	969
8361	confundir	    1,478	968
8362	creyendo 	    1,478	968
8363	eligió	    1,478	968
8364	fabio	    1,478	968
8365	mozart 	    1,478	968
8366	recorre	    1,478	968
8367	armamento  	    1,477	968
8368	fijación	    1,477	968
8369	filósofos	    1,477	968
8370	paulo	    1,477	968
8371	pre	    1,477	968
8372	yemas  	    1,477	968
8373	aluminio	    1,475	966
8374	ej	    1,475	966
8375	fox	    1,475	966
8376	melodía 	    1,475	966
8377	sartén	    1,475	966
8378	anunciada 	    1,474	966
8379	coño 	    1,474	966
8380	elvira	    1,474	966
8381	envía	    1,474	966
8382	institutos	    1,474	966
8383	critica	    1,473	965
8384	llano	    1,473	965
8385	molesto 	    1,473	965
8386	traen	    1,473	965
8387	atlántica	    1,472	964
8388	escudo 	    1,472	964
8389	paulatinamente 	    1,472	964
8390	psicosis	    1,472	964
8391	concretar	    1,471	964
8392	conducen 	    1,471	964
8393	contreras	    1,471	964
8394	elías	    1,471	964
8395	entrañas	    1,471	964
8396	pinos	    1,471	964
8397	rescatar	    1,471	964
8398	caracterizan	    1,470	963
8399	compensar  	    1,470	963
8400	cortó	    1,470	963
8401	desequilibrio	    1,470	963
8402	glucosa 	    1,470	963
8403	ingesta	    1,470	963
8404	jubilación	    1,470	963
8405	retira	    1,470	963
8406	manto 	    1,469	962
8407	mutua 	    1,469	962
8408	romántica 	    1,469	962
8409	saludable	    1,469	962
8410	vacías	    1,469	962
8411	aclara	    1,468	962
8412	desesperado 	    1,468	962
8413	esconde 	    1,468	962
8414	fundado 	    1,468	962
8415	guardaba 	    1,468	962
8416	homosexuales  	    1,468	962
8417	pactos 	    1,468	962
8418	queriendo	    1,468	962
8419	quieto	    1,468	962
8420	sujeta	    1,468	962
8421	burla	    1,467	961
8422	grises	    1,467	961
8423	homicidio	    1,467	961
8424	mixta	    1,467	961
8425	optar	    1,467	961
8426	terribles	    1,467	961
8427	becas 	    1,466	960
8428	comités 	    1,466	960
8429	electorado	    1,466	960
8430	mineros 	    1,466	960
8431	administrar	    1,465	960
8432	crucial	    1,465	960
8433	extenso 	    1,465	960
8434	lope	    1,465	960
8435	prolongada 	    1,465	960
8436	respondía	    1,465	960
8437	sáenz 	    1,465	960
8438	surgieron	    1,465	960
8439	auxilio	    1,464	959
8440	ministerial	    1,464	959
8441	pasear 	    1,464	959
8442	salvó	    1,464	959
8443	set	    1,464	959
8444	socialmente 	    1,464	959
8445	curar	    1,463	958
8446	trasladó	    1,463	958
8447	voluntaria	    1,463	958
8448	estimado 	    1,462	958
8449	fundó	    1,462	958
8450	preferentemente 	    1,462	958
8451	tocando 	    1,462	958
8452	asistente	    1,461	957
8453	consigna 	    1,461	957
8454	parados 	    1,461	957
8455	reconstruir	    1,461	957
8456	secuencias 	    1,461	957
8457	coincidieron	    1,460	957
8458	guevara	    1,460	957
8459	antropología	    1,459	956
8460	benítez	    1,459	956
8461	disparar	    1,458	955
8462	iniciación	    1,458	955
8463	productivas	    1,458	955
8464	seleccionados 	    1,458	955
8465	sinceridad	    1,458	955
8466	soria	    1,458	955
8467	discípulos	    1,457	955
8468	encontrará	    1,457	955
8469	perteneciente	    1,457	955
8470	significó	    1,457	955
8471	violaciones	    1,457	955
8472	ocupada 	    1,456	954
8473	sancho 	    1,456	954
8474	caudal	    1,455	953
8475	citadas	    1,455	953
8476	intentaron	    1,455	953
8477	tacto	    1,455	953
8478	tirado	    1,455	953
8479	arranque	    1,454	953
8480	aseguraron 	    1,454	953
8481	controlado	    1,454	953
8482	defensiva	    1,454	953
8483	eras	    1,454	953
8484	medallas 	    1,454	953
8485	vitalidad	    1,454	953
8486	diplomáticos	    1,453	952
8487	existan	    1,453	952
8488	herrero	    1,453	952
8489	mercancía 	    1,453	952
8490	nacen 	    1,453	952
8491	osvaldo	    1,453	952
8492	padecen 	    1,453	952
8493	sentimos 	    1,453	952
8494	almacenes  	    1,451	951
8495	atenta	    1,451	951
8496	comentado  	    1,451	951
8497	moderada  	    1,451	951
8498	presidido	    1,451	951
8499	boe 	    1,450	950
8500	freno	    1,450	950
8501	incapaces 	    1,450	950
8502	variante	    1,450	950
8503	compostela 	    1,449	949
8504	correlación	    1,449	949
8505	inesperada 	    1,449	949
8506	quehacer 	    1,449	949
8507	rodeada 	    1,449	949
8508	actuado 	    1,448	949
8509	adoptada 	    1,448	949
8510	billete	    1,448	949
8511	emplean 	    1,448	949
8512	legislador	    1,448	949
8513	llamamiento 	    1,448	949
8514	progresivo	    1,448	949
8515	valles	    1,448	949
8516	almacenamiento  	    1,447	948
8517	captación	    1,447	948
8518	elegida	    1,447	948
8519	francamente 	    1,447	948
8520	sencillez	    1,447	948
8521	concepciones 	    1,446	947
8522	estricta	    1,446	947
8523	sigan	    1,446	947
8524	tango	    1,446	947
8525	adversario	    1,445	947
8526	africano	    1,445	947
8527	cohesión 	    1,445	947
8528	ratas	    1,445	947
8529	recordemos 	    1,445	947
8530	recuerde	    1,445	947
8531	compatriotas 	    1,444	946
8532	recogen 	    1,444	946
8533	electrónicos	    1,443	945
8534	mejorado 	    1,443	945
8535	montero 	    1,443	945
8536	ofreciendo	    1,443	945
8537	pegado 	    1,443	945
8538	zumo 	    1,443	945
8539	johnson 	    1,442	945
8540	leopoldo	    1,442	945
8541	telescopio	    1,442	945
8542	contenida	    1,441	944
8543	expulsado 	    1,441	944
8544	status	    1,441	944
8545	déjame 	    1,440	943
8546	generoso 	    1,440	943
8547	mística	    1,440	943
8548	sucedía 	    1,440	943
8549	ganancia 	    1,439	943
8550	resolvió	    1,439	943
8551	robado 	    1,439	943
8552	ceremonias 	    1,438	942
8553	consentimiento 	    1,438	942
8554	eléctricos	    1,438	942
8555	idéntico	    1,438	942
8556	introducido	    1,438	942
8557	medicinas 	    1,438	942
8558	preocupante 	    1,438	942
8559	saneamiento 	    1,438	942
8560	tramos 	    1,438	942
8561	válida	    1,437	941
8562	acabaron 	    1,436	941
8563	barranco	    1,436	941
8564	batallas	    1,436	941
8565	colaborador	    1,436	941
8566	ganaderos 	    1,436	941
8567	zarzuela	    1,436	941
8568	especialización	    1,434	939
8569	faltaban	    1,434	939
8570	nuboso 	    1,434	939
8571	ordinario	    1,434	939
8572	rápidos	    1,434	939
8573	arce	    1,433	939
8574	deseable 	    1,433	939
8575	enviados	    1,433	939
8576	mencionó 	    1,433	939
8577	auténticos	    1,432	938
8578	brown 	    1,432	938
8579	circuitos	    1,432	938
8580	gruesa 	    1,432	938
8581	hicieran	    1,432	938
8582	regula	    1,432	938
8583	repetidas	    1,432	938
8584	aseguraba 	    1,431	938
8585	calificar	    1,431	938
8586	lozano	    1,431	938
8587	maternidad 	    1,431	938
8588	ramiro	    1,431	938
8589	ronald	    1,431	938
8590	raya	    1,430	937
8591	textura	    1,430	937
8592	cinturón	    1,429	936
8593	discreción	    1,429	936
8594	inauguró	    1,429	936
8595	recogió	    1,429	936
8596	texas	    1,429	936
8597	descender 	    1,428	936
8598	diseños 	    1,428	936
8599	apoyos 	    1,427	935
8600	contribuyó	    1,427	935
8601	mari	    1,427	935
8602	marxismo  	    1,427	935
8603	molde 	    1,427	935
8604	sustancialmente 	    1,427	935
8605	agonía	    1,426	934
8606	balas	    1,426	934
8607	cineasta	    1,426	934
8608	concentraciones 	    1,426	934
8609	crueldad	    1,426	934
8610	fragmento 	    1,426	934
8611	inútiles	    1,426	934
8612	batería	    1,425	934
8613	ejes	    1,425	934
8614	luchando 	    1,425	934
8615	optó	    1,425	934
8616	ponemos  	    1,425	934
8617	precauciones 	    1,425	934
8618	reparar	    1,425	934
8619	significativamente	    1,425	934
8620	afueras	    1,424	933
8621	brinda	    1,424	933
8622	cruzado 	    1,424	933
8623	húmeda  	    1,424	933
8624	repercusiones 	    1,424	933
8625	alzó	    1,423	932
8626	azulgrana	    1,423	932
8627	hong 	    1,423	932
8628	redujo	    1,423	932
8629	creían	    1,422	932
8630	dedicar	    1,422	932
8631	lord	    1,422	932
8632	materna 	    1,422	932
8633	pacheco 	    1,422	932
8634	alianzas	    1,421	931
8635	dispersión	    1,421	931
8636	incorporó	    1,421	931
8637	inspectores	    1,421	931
8638	párpados 	    1,421	931
8639	villanueva	    1,421	931
8640	cómplice 	    1,420	930
8641	haremos 	    1,420	930
8642	hortalizas	    1,420	930
8643	inventado	    1,420	930
8644	subraya 	    1,420	930
8645	xiv	    1,420	930
8646	cantabria	    1,419	930
8647	chimenea 	    1,419	930
8648	perdona 	    1,419	930
8649	soberano 	    1,419	930
8650	inicios	    1,418	929
8651	mate 	    1,418	929
8652	moto 	    1,418	929
8653	congresos 	    1,417	928
8654	escogido 	    1,417	928
8655	miraban 	    1,417	928
8656	suspendido 	    1,417	928
8657	belloch	    1,416	928
8658	himno 	    1,416	928
8659	reclamo 	    1,416	928
8660	revelan	    1,416	928
8661	vete	    1,416	928
8662	agradecimiento 	    1,415	927
8663	contratar	    1,415	927
8664	especulación 	    1,415	927
8665	gravemente 	    1,415	927
8666	intensamente 	    1,415	927
8667	sodio	    1,414	926
8668	alfa	    1,413	926
8669	cinematográfico	    1,413	926
8670	compasión  	    1,413	926
8671	dedicadas 	    1,413	926
8672	fotográfica	    1,413	926
8673	hipertensión	    1,413	926
8674	hormonas  	    1,413	926
8675	kant	    1,413	926
8676	llenó	    1,413	926
8677	variado	    1,413	926
8678	audiovisual	    1,412	925
8679	autonomías 	    1,412	925
8680	excitación	    1,412	925
8681	paradójicamente 	    1,412	925
8682	razas	    1,412	925
8683	saltos	    1,412	925
8684	inquietante	    1,411	924
8685	insólito	    1,411	924
8686	ligas	    1,411	924
8687	agotado 	    1,410	924
8688	bachillerato	    1,410	924
8689	economista 	    1,410	924
8690	esther	    1,410	924
8691	experimentar 	    1,410	924
8692	habías	    1,410	924
8693	mejía	    1,410	924
8694	mir	    1,410	924
8695	soltó	    1,410	924
8696	adquieren	    1,409	923
8697	einstein	    1,409	923
8698	enfrentan	    1,409	923
8699	ocurriendo	    1,409	923
8700	producidas 	    1,409	923
8701	riguroso	    1,409	923
8702	suscrito	    1,409	923
8703	yeltsin	    1,409	923
8704	enormemente  	    1,408	922
8705	epidemia 	    1,408	922
8706	gráficos	    1,408	922
8707	reúnen 	    1,408	922
8708	anciana 	    1,407	922
8709	creativa	    1,407	922
8710	ponían	    1,407	922
8711	sitúan	    1,407	922
8712	arranca	    1,406	921
8713	esclavitud	    1,406	921
8714	olla	    1,406	921
8715	usados 	    1,406	921
8716	presidida	    1,405	920
8717	bata	    1,404	920
8718	flexible	    1,404	920
8719	microsoft	    1,404	920
8720	absurda 	    1,403	919
8721	bodas 	    1,403	919
8722	andes 	    1,401	918
8723	aprendió	    1,401	918
8724	canadiense 	    1,401	918
8725	huelgas 	    1,401	918
8726	izquierdas	    1,401	918
8727	limitar	    1,401	918
8728	molecular	    1,401	918
8729	ron	    1,401	918
8730	espíritus	    1,400	917
8731	pescados 	    1,400	917
8732	aprende 	    1,399	917
8733	canario	    1,399	917
8734	enmienda 	    1,399	917
8735	mariscal	    1,399	917
8736	sonreír	    1,399	917
8737	pareciera	    1,398	916
8738	pronunciado 	    1,398	916
8739	ribera	    1,398	916
8740	tendré	    1,398	916
8741	ilustre	    1,397	915
8742	médicas 	    1,397	915
8743	montesinos 	    1,397	915
8744	racing	    1,397	915
8745	sacrificios	    1,397	915
8746	amargo 	    1,396	915
8747	berlusconi	    1,396	915
8748	etiqueta	    1,396	915
8749	cargar	    1,395	914
8750	obligatorio	    1,395	914
8751	seguidos 	    1,395	914
8752	tomadas 	    1,395	914
8753	cortinas	    1,394	913
8754	indicación	    1,394	913
8755	misteriosa	    1,394	913
8756	mutuamente  	    1,394	913
8757	rallado	    1,394	913
8758	referentes	    1,394	913
8759	someterse 	    1,394	913
8760	ascensor 	    1,393	913
8761	bancarias	    1,393	913
8762	disimular	    1,393	913
8763	escalas 	    1,393	913
8764	lejanos	    1,393	913
8765	nativos	    1,393	913
8766	pudimos 	    1,393	913
8767	aviraneta	    1,392	912
8768	decida	    1,392	912
8769	definiciones	    1,392	912
8770	frontal	    1,392	912
8771	licencias	    1,392	912
8772	ricas	    1,392	912
8773	avanzando 	    1,391	911
8774	fortalecimiento	    1,391	911
8775	obligatoria	    1,391	911
8776	cordón 	    1,390	911
8777	duhalde 	    1,390	911
8778	enteras	    1,390	911
8779	estela	    1,390	911
8780	imaginaba 	    1,390	911
8781	oficios	    1,390	911
8782	sumó 	    1,390	911
8783	biológicos	    1,389	910
8784	cauce 	    1,389	910
8785	silvestre	    1,389	910
8786	temblor	    1,389	910
8787	abastecimiento 	    1,388	909
8788	consecución 	    1,388	909
8789	diversión	    1,388	909
8790	gijón	    1,388	909
8791	limpias	    1,388	909
8792	lomo 	    1,388	909
8793	juárez	    1,387	909
8794	ayala	    1,386	908
8795	doloroso	    1,386	908
8796	entrenamientos 	    1,386	908
8797	etarras	    1,386	908
8798	vocales	    1,386	908
8799	acompañaba  	    1,385	907
8800	mónica 	    1,385	907
8801	obtuvieron	    1,385	907
8802	restante	    1,385	907
8803	retroceso	    1,385	907
8804	sexos 	    1,385	907
8805	vértigo	    1,385	907
8806	asumido 	    1,384	907
8807	efectúa	    1,384	907
8808	emilia	    1,384	907
8809	ibarra	    1,384	907
8810	quedarán 	    1,384	907
8811	simpático	    1,384	907
8812	sospechar 	    1,384	907
8813	voluntariamente	    1,384	907
8814	rebaja	    1,383	906
8815	comprobó  	    1,382	905
8816	convirtiendo	    1,382	905
8817	demora 	    1,382	905
8818	dinámico 	    1,382	905
8819	aparecían	    1,381	905
8820	colina	    1,381	905
8821	liberar	    1,381	905
8822	reproducir	    1,381	905
8823	simbólica	    1,381	905
8824	turco	    1,381	905
8825	alude	    1,380	904
8826	bailes	    1,380	904
8827	correos	    1,380	904
8828	insultos	    1,380	904
8829	recibo	    1,380	904
8830	sufrieron	    1,380	904
8831	califica	    1,379	903
